title	Type	Label	Cost Normal	Cost Hyper	Cost Another	SP DJ Points	DP DJ Points	SPB Unlocked	SPB Rating	SPB Lamp	SPB Letter	SPB EX Score	SPB Miss Count	SPB Note Count	SPB DJ Points	SPN Unlocked	SPN Rating	SPN Lamp	SPN Letter	SPN EX Score	SPN Miss Count	SPN Note Count	SPN DJ Points	SPH Unlocked	SPH Rating	SPH Lamp	SPH Letter	SPH EX Score	SPH Miss Count	SPH Note Count	SPH DJ Points	SPA Unlocked	SPA Rating	SPA Lamp	SPA Letter	SPA EX Score	SPA Miss Count	SPA Note Count	SPA DJ Points	SPL Unlocked	SPL Rating	SPL Lamp	SPL Letter	SPL EX Score	SPL Miss Count	SPL Note Count	SPL DJ Points	DPN Unlocked	DPN Rating	DPN Lamp	DPN Letter	DPN EX Score	DPN Miss Count	DPN Note Count	DPN DJ Points	DPH Unlocked	DPH Rating	DPH Lamp	DPH Letter	DPH EX Score	DPH Miss Count	DPH Note Count	DPH DJ Points	DPA Unlocked	DPA Rating	DPA Lamp	DPA Letter	DPA EX Score	DPA Miss Count	DPA Note Count	DPA DJ Points	DPL Unlocked	DPL Rating	DPL Lamp	DPL Letter	DPL EX Score	DPL Miss Count	DPL Note Count	DPL DJ Points
SOMETHING WONDERFUL	Bits	Bits	5000	8000	10500	20.0205	0									FALSE	6	NP	F	0	-	471		TRUE	8	FC	AA	1202	0	688		TRUE	10	EX	A	1483	5	1003	2.00205000E+001									FALSE	4	NP	F	0	-	458		TRUE	8	NP	F	0	-	690		TRUE	11	NP	F	0	-	1003										
A	Bits	Bits	7000	10500	12000	22.6935	0									FALSE	6	NP	F	0	-	666		TRUE	10	EX	A	1681	10	1111	2.26935000E+001	TRUE	12	HC	A	1743	35	1260										FALSE	8	NP	F	0	-	613		TRUE	11	NP	F	0	-	1119		TRUE	12	NP	F	0	-	1343										
AVE DE RAPINA	Bits	Bits	7000	9000	4500	22.6345	0									FALSE	6	NP	F	0	-	713		TRUE	8	EX	AA	1490	3	882		TRUE	9	FC	AA	1561	1	934	2.26345000E+001									FALSE	8	NP	F	0	-	948		TRUE	10	NP	F	0	-	1113																		
Bad Routine	Base	Base	0	0	0	23.3305	0									TRUE	5	NP	F	0	-	522		TRUE	7	NP	F	0	-	716		TRUE	9	FC	AA	1609	0	964	2.33305000E+001									TRUE	6	NP	F	0	-	566		TRUE	7	NP	F	0	-	716		TRUE	9	NP	F	0	-	1042										
BRING HER DOWN	Bits	Bits	6000	8500	4500	20.482	0									FALSE	5	NP	F	0	-	533		FALSE	7	NP	F	0	-	745		TRUE	9	EX	AA	1463	8	900	2.04820000E+001									FALSE	7	NP	F	0	-	751		FALSE	10	NP	F	0	-	1010																		
Burning Heat! (Full Option Mix)	Bits	Bits	4000	5000	8000	17.095	0									FALSE	4	NP	F	0	-	361		FALSE	5	NP	F	0	-	494		TRUE	7	EX	A	1167	7	755		TRUE	10	HC	A	1315	38	931	1.70950000E+001	FALSE	4	NP	F	0	-	359		FALSE	5	NP	F	0	-	496		TRUE	9	NP	F	0	-	789		TRUE	10	NP	F	0	-	945		
CLOUDY MUSIC	Bits	Bits	5000	7500		0	0									FALSE	5	NP	F	0	-	422		FALSE	7	NP	F	0	-	620																		FALSE	5	NP	F	0	-	422		FALSE	8	NP	F	0	-	619																		
D2R	Bits	Bits	5000	6000	4000	18.8935	0									FALSE	5	NP	F	0	-	494		FALSE	6	NP	F	0	-	671		TRUE	8	FC	AA	1303	2	823	1.88935000E+001									FALSE	5	NP	F	0	-	525		FALSE	6	NP	F	0	-	665																		
DESTINY	Bits	Bits	4500	6000	4000	22.185	0									FALSE	5	NP	F	0	-	546		FALSE	6	NP	F	0	-	700		TRUE	8	FC	AA	1530	2	925	2.21850000E+001									FALSE	4	NP	F	0	-	575		FALSE	6	NP	F	0	-	700																		
entrance	Bits	Bits	5500	8000	9500	18.83	0									FALSE	5	NP	F	0	-	480		TRUE	8	EX	AA	1166	7	740		TRUE	9	EX	AA	1345	8	845	1.88300000E+001									FALSE	6	NP	F	0	-	648		TRUE	8	NP	F	0	-	778		TRUE	10	NP	F	0	-	1150										
Glorious Days	Base	Base	0	0	0	0	0									TRUE	3	NP	F	0	-	262		TRUE	5	NP	F	0	-	411		TRUE	6	NP	F	0	-	463										TRUE	6	NP	F	0	-	395		TRUE	7	NP	F	0	-	461																		
Happy Wedding	Base	Base	0	0	0	22.6635	0									TRUE	6	NP	F	0	-	620		TRUE	7	NP	F	0	-	872		TRUE	8	FC	AA	1563	3	940	2.26635000E+001									TRUE	6	NP	F	0	-	610		TRUE	8	NP	F	0	-	899		TRUE	10	NP	F	0	-	1061										
i feel ...	Bits	Bits	4000	5000	3500	15.747	0									FALSE	4	NP	F	0	-	454		FALSE	5	NP	F	0	-	556		TRUE	7	FC	AA	1086	0	626	1.57470000E+001									FALSE	4	NP	F	0	-	527		FALSE	5	NP	F	0	-	556																		
Let the Snow Paint Me	Bits	Bits	5000	6500	3500	16.77	0									FALSE	4	NP	F	0	-	431		FALSE	6	NP	F	0	-	537		TRUE	7	FC	AAA	1118	0	624	1.67700000E+001									FALSE	6	NP	F	0	-	485		FALSE	7	NP	F	0	-	559																		
Love Me Do	Bits	Bits	5000	7000	4500	23.254	0									FALSE	5	NP	F	0	-	571		FALSE	7	NP	F	0	-	857		TRUE	9	EX	AA	1661	16	1058	2.32540000E+001									FALSE	5	NP	F	0	-	577		FALSE	7	NP	F	0	-	899																		
Marmalade Reverie	Bits	Bits	5000	6000	8000	16.066	0									FALSE	4	NP	F	0	-	436		FALSE	5	NP	F	0	-	504		TRUE	7	FC	AA	1108	1	638	1.60660000E+001									FALSE	6	NP	F	0	-	580		FALSE	7	NP	F	0	-	704		TRUE	9	NP	F	0	-	921										
MAX 300	Bits	Bits	7000	10000		17.368	0									TRUE	8	EX	AA	930	6	571		TRUE	10	HC	A	1336	23	982	1.73680000E+001																	TRUE	6	NP	F	0	-	566		TRUE	10	NP	F	0	-	982																		
Spica	Base	Base	0	0	0	21.372	0									TRUE	4	NP	F	0	-	328		TRUE	9	EX	A	1197	10	772		TRUE	11	HC	A	1644	37	1167	2.13720000E+001									TRUE	3	NP	F	0	-	327		TRUE	9	NP	F	0	-	782		TRUE	12	NP	F	0	-	1203										
Tomorrow Perfume	Bits	Bits	6000	9500	10000	22.6055	0									FALSE	6	NP	F	0	-	685		TRUE	9	FC	AA	1559	3	1000	2.26055000E+001	TRUE	9	EX	A	1603	10	1085										FALSE	6	NP	F	0	-	729		TRUE	10	NP	F	0	-	1212		TRUE	11	NP	F	0	-	1311										
ZERO-ONE	Bits	Bits	5000	8500	10000	25.74	0									FALSE	5	NP	F	0	-	556		TRUE	9	FC	AA	1443	1	874		TRUE	10	EX	A	1649	17	1132		TRUE	11	HC	A	1980	33	1448	2.57400000E+001	FALSE	5	NP	F	0	-	556		TRUE	8	NP	F	0	-	874		TRUE	10	NP	F	0	-	1169		TRUE	11	NP	F	0	-	1458		
革命	Bits	Bits	6500	11000	11000	23.166	0									FALSE	6	NP	F	0	-	392		TRUE	10	EX	AA	1621	3	1004		TRUE	10	EX	A	1716	11	1183	2.31660000E+001									FALSE	7	NP	F	0	-	702		TRUE	12	NP	F	0	-	1209		TRUE	12	NP	F	0	-	1401										
airflow	Base	Base	0	0	0	17.922	0									TRUE	3	NP	F	0	-	295		TRUE	5	NP	F	0	-	402		TRUE	7	FC	AA	1236	2	721	1.79220000E+001									TRUE	3	NP	F	0	-	293		TRUE	6	NP	F	0	-	402		TRUE	7	NP	F	0	-	721										
ALL RIGHT	Bits	Bits	5500	8000	9500	18.998	0									FALSE	4	NP	F	0	-	446		TRUE	8	EX	AA	1092	2	658		TRUE	9	EX	AA	1357	10	815	1.89980000E+001									FALSE	7	NP	F	0	-	501		TRUE	8	NP	F	0	-	720		TRUE	10	NP	F	0	-	860										
bit mania	Bits	Bits	4500	5500	4000	25.53	0									FALSE	4	NP	F	0	-	458		FALSE	5	NP	F	0	-	643		TRUE	8	FC	AAA	1702	3	934	2.55300000E+001									FALSE	5	NP	F	0	-	536		FALSE	6	NP	F	0	-	643																		
CELEBRATE NITE	Bits	Bits	5000	6500	8000	19.264	0									FALSE	5	NP	F	0	-	471		FALSE	6	NP	F	0	-	591		TRUE	8	FC	AA	1188	3	714		TRUE	10	EX	AA	1376	6	875	1.92640000E+001	FALSE	5	NP	F	0	-	471		FALSE	7	NP	F	0	-	632		TRUE	8	NP	F	0	-	731		TRUE	10	NP	F	0	-	884		
Colors -Y&Co. Eurobeat Remix-	Base	Base	0	0	0	25.781	0									TRUE	5	NP	F	0	-	585		TRUE	9	FC	AA	1778	0	1029	2.57810000E+001	TRUE	10	EX	A	1635	8	1100										TRUE	6	NP	F	0	-	663		TRUE	10	NP	F	0	-	1068		TRUE	10	NP	F	0	-	1100										
DANCER	Bits	Bits	4000	5000	7500	14.4855	0									FALSE	4	NP	F	0	-	444		FALSE	5	NP	F	0	-	522		TRUE	7	EX	A	1073	9	712	1.44855000E+001									FALSE	4	NP	F	0	-	547		FALSE	5	NP	F	0	-	634		TRUE	8	NP	F	0	-	845										
dissolve	Bits	Bits	5000	8000	4000	19.111	0									FALSE	5	NP	F	0	-	491		FALSE	7	NP	F	0	-	658		TRUE	8	FC	AA	1318	2	784	1.91110000E+001									FALSE	5	NP	F	0	-	574		FALSE	9	NP	F	0	-	761																		
dual control	Bits	Bits	4500	7500	9000	18.738	0									FALSE	5	NP	F	0	-	403		FALSE	7	NP	F	0	-	763		TRUE	9	EX	A	1388	7	961	1.87380000E+001									FALSE	4	NP	F	0	-	403		FALSE	8	NP	F	0	-	756		TRUE	9	NP	F	0	-	854										
FLUTE MAN	Bits	Bits	4500	7000	8500	13.369	0									FALSE	4	NP	F	0	-	299		FALSE	7	NP	F	0	-	465		TRUE	8	FC	AA	922	0	553	1.33690000E+001									FALSE	5	NP	F	0	-	376		FALSE	7	NP	F	0	-	472		TRUE	9	NP	F	0	-	553										
Giudecca	Bits	Bits	4500	9500	11000	24.739	0									FALSE	4	NP	F	0	-	470		TRUE	9	EX	A	1499	6	1016		TRUE	11	HC	A	1903	49	1381	2.47390000E+001									FALSE	5	NP	F	0	-	600		TRUE	10	NP	F	0	-	1129		TRUE	11	NP	F	0	-	1392										
Hormiga obrera	Bits	Bits	5500	7500	8500	22.649	0									FALSE	5	NP	F	0	-	613		FALSE	7	NP	F	0	-	764		TRUE	8	FC	AA	1562	0	913	2.26490000E+001									FALSE	6	NP	F	0	-	736		FALSE	8	NP	F	0	-	959		TRUE	9	NP	F	0	-	1055										
HYPER BOUNDARY GATE	Bits	Bits	6000	8000	9500	24.128	0									FALSE	6	NP	F	0	-	646		TRUE	8	FC	AA	1664	1	976	2.41280000E+001	TRUE	9	EX	A	1729	7	1115										FALSE	6	NP	F	0	-	636		TRUE	8	NP	F	0	-	955		TRUE	10	NP	F	0	-	1115										
jelly kiss	Bits	Bits	3000	5000	8000	15.6455	0									FALSE	4	NP	F	0	-	373		FALSE	5	NP	F	0	-	552		TRUE	8	FC	AA	1079	2	656	1.56455000E+001									FALSE	2	NP	F	0	-	267		FALSE	5	NP	F	0	-	503		TRUE	8	NP	F	0	-	682										
LAB	Sub	TRI3	0	0	0	22.484	0									TRUE	5	NP	F	0	-	534		TRUE	9	EX	AA	1606	10	1029	2.24840000E+001	TRUE	10	EX	A	1536	17	1075										TRUE	5	NP	F	0	-	547		TRUE	10	NP	F	0	-	1014		TRUE	11	NP	F	0	-	1255										
LOVE IS ORANGE	Bits	Bits	4000	5500	8500	24.78	0									FALSE	4	NP	F	0	-	399		FALSE	6	NP	F	0	-	519		TRUE	8	FC	AA	1560	3	903		TRUE	10	EX	AA	1770	12	1059	2.47800000E+001	FALSE	4	NP	F	0	-	456		FALSE	5	NP	F	0	-	570		TRUE	9	NP	F	0	-	1034		TRUE	11	NP	F	0	-	1243		
Luv 2 Feel Your Body	Bits	Bits	5000	7500	9500	19.138	0									FALSE	4	NP	F	0	-	437		FALSE	6	NP	F	0	-	542		TRUE	9	EX	AA	1367	5	839	1.91380000E+001									FALSE	6	NP	F	0	-	552		FALSE	9	NP	F	0	-	703		TRUE	10	NP	F	0	-	945										
memories	Bits	Bits	5000	9500	10000	23.895	0									FALSE	5	NP	F	0	-	578		TRUE	9	EX	AA	1667	8	1056		TRUE	9	EX	A	1770	15	1157	2.38950000E+001									FALSE	5	NP	F	0	-	578		TRUE	10	NP	F	0	-	1122		TRUE	11	NP	F	0	-	1274										
murmur twins	Base	Base	0	0	0	24.0435	0									TRUE	5	NP	F	0	-	567		TRUE	9	FC	AA	1462	2	854		TRUE	11	EX	A	1781	14	1207	2.40435000E+001									TRUE	5	NP	F	0	-	589		TRUE	10	NP	F	0	-	924		TRUE	12	NP	F	0	-	1188										
MUSIC TO YOUR HEAD	Bits	Bits	6000	7500	9000	15.665	0									FALSE	4	NP	F	0	-	415		FALSE	7	NP	F	0	-	743		TRUE	9	HC	A	1205	7	849	1.56650000E+001									FALSE	8	NP	F	0	-	628		FALSE	8	NP	F	0	-	769		TRUE	9	NP	F	0	-	849										
OUTER LIMITS	Bits	Bits	3500	7000		0	0									FALSE	3	NP	F	0	-	334		FALSE	6	NP	F	0	-	670																		FALSE	4	NP	F	0	-	440		FALSE	8	NP	F	0	-	572																		
PLEASE DON'T GO	Base	Base	0	0	0	18.414	0									TRUE	5	NP	F	0	-	505		TRUE	7	NP	F	0	-	715		TRUE	12	F	A	1674	63	1251	1.84140000E+001									TRUE	4	NP	F	0	-	527		TRUE	9	NP	F	0	-	798		TRUE	10	NP	F	0	-	1188										
rainbow flyer	Bits	Bits	4500	9500	11000	20.2275	0									FALSE	5	NP	F	0	-	422		TRUE	9	FC	AA	1395	0	859	2.02275000E+001	TRUE	11	HC	A	1451	29	1081										FALSE	4	NP	F	0	-	424		TRUE	10	NP	F	0	-	931		TRUE	11	NP	F	0	-	1167										
STAR DREAM	Bits	Bits	6000	7500	4500	15.0795	0									FALSE	5	NP	F	0	-	396		FALSE	7	NP	F	0	-	677		TRUE	9	EX	A	1117	11	725	1.50795000E+001									FALSE	7	NP	F	0	-	592		FALSE	8	NP	F	0	-	731																		
thunder	Bits	Bits	5500	8500	10000	23.2	0									FALSE	6	NP	F	0	-	609		TRUE	8	FC	AAA	1467	0	817		TRUE	9	FC	AA	1600	0	959	2.32000000E+001									FALSE	5	NP	F	0	-	608		TRUE	9	NP	F	0	-	944		TRUE	11	NP	F	0	-	1126										
WAR GAME	Bits	Bits	4000	7500	10000	21.372	0									FALSE	4	NP	F	0	-	488		TRUE	8	EX	AA	1292	9	789		TRUE	10	HC	A	1644	36	1077	2.13720000E+001									FALSE	4	NP	F	0	-	496		TRUE	7	NP	F	0	-	820		TRUE	10	NP	F	0	-	1044										
World Wide Love	Bits	Bits	3500	5000	2500	0	0									FALSE	3	NP	F	0	-	353		FALSE	5	NP	F	0	-	526		FALSE	5	NP	F	0	-	559										FALSE	4	NP	F	0	-	454		FALSE	5	NP	F	0	-	560																		
xenon	Bits	Bits	5000	8500	11000	26.6625	0									FALSE	5	NP	F	0	-	570		TRUE	9	FC	AA	1426	0	867		TRUE	11	EX	A	1975	17	1379	2.66625000E+001									FALSE	5	NP	F	0	-	563		TRUE	8	NP	F	0	-	865		TRUE	11	NP	F	0	-	1379										
合体せよ！ストロングイェーガー！！	Bits	Bits	7000	8500		0	0									FALSE	6	NP	F	0	-	811		FALSE	7	NP	F	0	-	879																		FALSE	8	NP	F	0	-	822		FALSE	10	NP	F	0	-	879																		
桜	Bits	Bits	7500	10000	12000	14.664	0									FALSE	7	NP	F	0	-	541		TRUE	10	HC	A	1128	23	819	1.46640000E+001	TRUE	12	F	C	1169	158	1123										FALSE	8	NP	F	0	-	605		TRUE	10	NP	F	0	-	819		TRUE	12	NP	F	0	-	1047										
蒼い衝動	Bits	Bits	5000	6500	8500	19.2705	0									FALSE	5	NP	F	0	-	468		FALSE	7	NP	F	0	-	694		TRUE	8	FC	AA	1329	4	803	1.92705000E+001									FALSE	5	NP	F	0	-	524		FALSE	6	NP	F	0	-	685		TRUE	9	NP	F	0	-	795										
lower world	Bits	Bits	6500	9500	11000	22.8015	0									FALSE	6	NP	F	0	-	706		TRUE	9	EX	A	1323	1	979		TRUE	10	EX	A	1689	10	1144	2.28015000E+001									FALSE	7	NP	F	0	-	705		TRUE	10	NP	F	0	-	981		TRUE	12	NP	F	0	-	1254										
Silvia Drive	Bits	Bits	5500	9000	10000	23.408	0									FALSE	4	NP	F	0	-	429		TRUE	8	FC	AA	1349	0	790		TRUE	9	EX	AA	1672	2	1049	2.34080000E+001									FALSE	7	NP	F	0	-	687		TRUE	10	NP	F	0	-	946		TRUE	11	NP	F	0	-	1364										
lights	Bits	Bits	5000	7500	9000	20.3	0									FALSE	3	NP	F	0	-	357		FALSE	6	NP	F	0	-	753		TRUE	8	EX	AA	1450	5	910	2.03000000E+001									FALSE	7	NP	F	0	-	635		FALSE	9	NP	F	0	-	927		TRUE	10	NP	F	0	-	995										
fun	Bits	Bits	4000	7000	10000	15.202	0									FALSE	4	NP	F	0	-	311		FALSE	7	NP	F	0	-	586		TRUE	10	F	A	1382	35	950	1.52020000E+001									FALSE	4	NP	F	0	-	295		FALSE	7	NP	F	0	-	574		TRUE	10	NP	F	0	-	950										
Be Rock U (1998 burst style)	Bits	Bits	4000	7000	4500	22.1415	0									FALSE	4	NP	F	0	-	442		FALSE	7	NP	F	0	-	691		TRUE	9	FC	AA	1527	1	936	2.21415000E+001									FALSE	4	NP	F	0	-	442		FALSE	7	NP	F	0	-	691																		
Prelude	Bits	Bits	4500	6000	5000	22.68	0									FALSE	5	NP	F	0	-	442		FALSE	6	NP	F	0	-	707		TRUE	10	EX	AA	1620	6	1034	2.26800000E+001									FALSE	4	NP	F	0	-	441		FALSE	6	NP	F	0	-	707																		
BREEDING	Bits	Bits	4500	6000	6500	18.908	0									FALSE	4	NP	F	0	-	439		FALSE	6	NP	F	0	-	732		TRUE	7	FC	AA	1304	2	778	1.89080000E+001									FALSE	5	NP	F	0	-	584		FALSE	6	NP	F	0	-	714		TRUE	6	NP	F	0	-	732										
ADVANCE	Bits	Bits	4500	6000	7000	16.366	0									FALSE	4	NP	F	0	-	241		FALSE	6	NP	F	0	-	444		TRUE	7	EX	AA	1169	6	673	1.63660000E+001									FALSE	5	NP	F	0	-	370		FALSE	6	NP	F	0	-	579		TRUE	7	NP	F	0	-	620										
Cradle	Base	Base	0	0	0	18.3425	0									TRUE	5	NP	F	0	-	466		TRUE	8	FC	AA	1265	1	751	1.83425000E+001	TRUE	10	EX	AA	1255	11	803										TRUE	6	NP	F	0	-	617		TRUE	10	NP	F	0	-	784																		
Make A Difference	Bits	Bits	5000	9000	10000	20.904	0									FALSE	5	NP	F	0	-	445		TRUE	9	EX	AA	1354	8	846		TRUE	10	HC	A	1608	38	1155	2.09040000E+001									FALSE	5	NP	F	0	-	441		TRUE	9	NP	F	0	-	866		TRUE	10	NP	F	0	-	1202										
moon_child	Base	Base	0	0	0	23.179	0									TRUE	5	NP	F	0	-	533		TRUE	10	EX	A	1590	13	1026		TRUE	12	HC	A	1783	46	1300	2.31790000E+001									TRUE	4	NP	F	0	-	510		TRUE	11	NP	F	0	-	1049		TRUE	12	NP	F	0	-	1661										
The end of my spiritually	Bits	Bits	4500	6000	7500	16.704	0									FALSE	4	NP	F	0	-	470		FALSE	6	NP	F	0	-	600		TRUE	7	FC	AA	1152	0	656	1.67040000E+001									FALSE	5	NP	F	0	-	555		FALSE	6	NP	F	0	-	642		TRUE	8	NP	F	0	-	809										
昭和企業戦士荒山課長	Bits	Bits	3500	6000	3500	0	0									FALSE	3	NP	F	0	-	399		FALSE	6	NP	F	0	-	752		TRUE	7	NP	F	0	-	818										FALSE	4	NP	F	0	-	399		FALSE	6	NP	F	0	-	767																		
ライオン好き	Bits	Bits	3500	5500	3500	19.0965	0									FALSE	4	NP	F	0	-	329		FALSE	5	NP	F	0	-	600		TRUE	7	FC	AA	1317	1	755	1.90965000E+001									FALSE	3	NP	F	0	-	329		FALSE	6	NP	F	0	-	614																		
The Biggest Roaster	Bits	Bits	4000	6000	3500	12.474	0									FALSE	4	NP	F	0	-	314		FALSE	6	NP	F	0	-	529		TRUE	7	FC	A	891	1	583	1.24740000E+001									FALSE	4	NP	F	0	-	314		FALSE	6	NP	F	0	-	529																		
ACT	Bits	Bits	6000	9000	9500	21.546	0									FALSE	6	NP	F	0	-	532		TRUE	9	EX	A	1330	9	864		TRUE	9	EX	AA	1539	3	935	2.15460000E+001									FALSE	6	NP	F	0	-	637		TRUE	9	NP	F	0	-	890		TRUE	10	NP	F	0	-	1005										
SNOW	Bits	Bits	5000	7500	10000	18.72	0									FALSE	5	NP	F	0	-	534		FALSE	7	NP	F	0	-	704		TRUE	10	HC	A	1440	30	1038	1.87200000E+001									FALSE	5	NP	F	0	-	598		FALSE	8	NP	F	0	-	762		TRUE	10	NP	F	0	-	1037										
POWER DREAM	Bits	Bits	4500	8000	9000	15.984	0									FALSE	4	NP	F	0	-	393		TRUE	8	EX	A	1184	7	818	1.59840000E+001	TRUE	10	HC	B	1158	26	939										FALSE	5	NP	F	0	-	581		TRUE	8	NP	F	0	-	818		TRUE	8	NP	F	0	-	879										
SWEETEST SAVAGE	Bits	Bits	5000	7000	11000	17.329	0									FALSE	4	NP	F	0	-	335		FALSE	7	NP	F	0	-	704		TRUE	11	HC	A	1333	39	930	1.73290000E+001									FALSE	6	NP	F	0	-	551		FALSE	7	NP	F	0	-	702		TRUE	11	NP	F	0	-	965										
rottel-the-Mercury	Base	Base	0	0	0	26.054	0									TRUE	6	NP	F	0	-	503		TRUE	9	EX	AA	1566	12	963		TRUE	10	EX	AA	1861	10	1137	2.60540000E+001									TRUE	6	NP	F	0	-	634		TRUE	9	NP	F	0	-	924		TRUE	11	NP	F	0	-	1132										
one or eight	Bits	Bits	7000	9000	11000	21.216	0									FALSE	7	NP	F	0	-	695		TRUE	10	EX	A	1484	15	985		TRUE	12	HC	A	1632	46	1177	2.12160000E+001									FALSE	7	NP	F	0	-	632		TRUE	8	NP	F	0	-	790		TRUE	10	NP	F	0	-	1110		TRUE	12	NP	F	0	-	1426		
LOVE♥SHINE	Bits	Bits	4500	8000	9500	25.494	0	TRUE	3	NP	F	0	-	270		FALSE	5	NP	F	0	-	433		TRUE	9	FC	AAA	1694	5	921		TRUE	10	EX	AA	1821	9	1046	2.54940000E+001									FALSE	4	NP	F	0	-	427		TRUE	7	NP	F	0	-	673		TRUE	9	NP	F	0	-	960										
PARANOIA survivor MAX	Bits	Bits	5000	7500	4500	14.931	0									FALSE	5	NP	F	0	-	448		TRUE	8	EX	A	958	10	662		TRUE	9	EX	A	1106	12	754	1.49310000E+001									FALSE	5	NP	F	0	-	448		TRUE	7	NP	F	0	-	661																		
HYPER EUROBEAT (2DX style)	Bits	Bits	5500	8000	5000	20.925	0									FALSE	5	NP	F	0	-	557		TRUE	8	EX	AA	1392	3	843		TRUE	10	HC	AA	1550	18	990	2.09250000E+001									FALSE	6	NP	F	0	-	604		TRUE	8	NP	F	0	-	832																		
Sweet Sweet ♥ Magic	Bits	Bits	5000	8500	10500	20.412	0									FALSE	5	NP	F	0	-	509		TRUE	8	EX	A	1217	4	784		TRUE	10	EX	A	1512	18	1032	2.04120000E+001									FALSE	5	NP	F	0	-	519		TRUE	9	NP	F	0	-	786		TRUE	11	NP	F	0	-	1055										
bag	Bits	Bits	5500	7500	10000	25.77	0									FALSE	5	NP	F	0	-	468		FALSE	6	NP	F	0	-	621		TRUE	10	FC	AAA	1718	3	963	2.57700000E+001									FALSE	6	NP	F	0	-	636		FALSE	9	NP	F	0	-	912		TRUE	10	NP	F	0	-	1023										
e-motion 2003 -romantic extra-	Bits	Bits	7000	9000	5000	20.655	0									FALSE	6	NP	F	0	-	671		TRUE	8	FC	AA	1323	4	824		TRUE	10	EX	A	1530	9	1001	2.06550000E+001									FALSE	8	NP	F	0	-	715		TRUE	10	NP	F	0	-	978																		
Abyss -The Heavens Remix-	Base	Base	0	0	0	30.927	0	TRUE	3	NP	F	0	-	288		TRUE	7	NP	F	0	-	766		TRUE	10	EX	AA	1511	8	938		TRUE	10	EX	AA	1896	14	1188		TRUE	11	HC	A	2379	27	1637	3.09270000E+001	TRUE	6	NP	F	0	-	803		TRUE	9	NP	F	0	-	1036		TRUE	10	NP	F	0	-	1102		TRUE	11	NP	F	0	-	1557		
Distress	Bits	Bits	8000	10500		20.86	0									FALSE	7	NP	F	0	-	691		TRUE	10	EX	AA	1490	12	937	2.08600000E+001																	FALSE	9	NP	F	0	-	993		TRUE	11	NP	F	0	-	1254																		
Let The Snow Paint Me -Y&Co. Remix-	Bits	Bits	5000	7000	9500	18.8325	0									FALSE	5	NP	F	0	-	423		FALSE	6	NP	F	0	-	644		TRUE	10	EX	A	1395	15	910	1.88325000E+001									FALSE	5	NP	F	0	-	420		FALSE	8	NP	F	0	-	662		TRUE	9	NP	F	0	-	989										
RISLIM -Remix-	Bits	Bits	5000	7500	11500	17.693	0									FALSE	4	NP	F	0	-	405		FALSE	6	NP	F	0	-	508		TRUE	11	HC	A	1361	28	959	1.76930000E+001									FALSE	6	NP	F	0	-	521		FALSE	9	NP	F	0	-	817		TRUE	12	NP	F	0	-	1151										
BRIGHTNESS DARKNESS	Bits	Bits	3500	8000	9500	18.4815	0									FALSE	4	NP	F	0	-	363		TRUE	8	EX	A	1019	10	750		TRUE	9	EX	A	1369	11	889	1.84815000E+001									FALSE	3	NP	F	0	-	381		TRUE	8	NP	F	0	-	825		TRUE	10	NP	F	0	-	984										
Quickening	Bits	Bits	5000	8000	10000	19.614	0									FALSE	5	NP	F	0	-	478		TRUE	9	EX	AA	1401	5	875	1.96140000E+001	TRUE	10	HC	A	1490	30	1062										FALSE	5	NP	F	0	-	440		TRUE	7	NP	F	0	-	620		TRUE	10	NP	F	0	-	1044										
pandora	Bits	Bits	6000	8500	10000	21.0395	0									FALSE	5	NP	F	0	-	455		TRUE	8	FC	AA	1451	1	852	2.10395000E+001	TRUE	9	EX	A	1446	4	931										FALSE	7	NP	F	0	-	509		TRUE	9	NP	F	0	-	805		TRUE	11	NP	F	0	-	1040										
BABY LOVE	Bits	Bits	6000	7000	10500	24.094	0									FALSE	6	NP	F	0	-	598		FALSE	7	NP	F	0	-	865		TRUE	10	EX	AA	1721	8	1089	2.40940000E+001									FALSE	6	NP	F	0	-	596		FALSE	7	NP	F	0	-	779		TRUE	11	NP	F	0	-	1159										
No.13	Bits	Bits	7000	10000	11500	26.5275	0									TRUE	8	FC	AA	1463	2	855		TRUE	10	EX	A	1965	14	1376	2.65275000E+001	TRUE	11	HC	B	2137	36	1607										TRUE	6	NP	F	0	-	778		TRUE	10	NP	F	0	-	1185		TRUE	12	NP	F	0	-	1639										
desolation	Bits	Bits	2500	4000	2500	0	0									FALSE	2	NP	F	0	-	245		FALSE	4	NP	F	0	-	331		FALSE	5	NP	F	0	-	386										FALSE	3	NP	F	0	-	245		FALSE	4	NP	F	0	-	386																		
EXE	Bits	Bits	4000	8000	5000	23.733	0									FALSE	4	NP	F	0	-	448		TRUE	8	FC	AA	1369	4	829		TRUE	10	EX	A	1758	3	1131	2.37330000E+001									FALSE	4	NP	F	0	-	450		TRUE	8	NP	F	0	-	854																		
SHOOTING STAR	Bits	Bits	6500	8500	10000	24.0435	0									FALSE	7	NP	F	0	-	651		TRUE	8	FC	AA	1456	1	855		TRUE	9	EX	A	1781	5	1146	2.40435000E+001									FALSE	6	NP	F	0	-	624		TRUE	9	NP	F	0	-	858		TRUE	11	NP	F	0	-	1178										
